feature,feature_ru,block,block_ru,roc_auc_raw,roc_auc_oriented,hedges_g_tbi_minus_control,abs_hedges_g,p_mannwhitney,missing_rate,std,q_fdr
burst__rate_per_min__central_beta,Burst-активность · rate per min · central beta,burst,Burst-активность,0.6320199275362319,0.6320199275362319,0.3932576927086906,0.3932576927086906,0.0037777066505894135,0.0,5.065923031105361,0.009121779473374439
dfa__dfa_exp__parietal_beta,DFA · DFA exp · parietal beta,dfa,DFA,0.6290760869565218,0.6290760869565218,0.4503861776054617,0.4503861776054617,0.004634535741418902,0.0,0.07528834957910492,0.011100460606463016
spec_shape__spectral_entropy_norm__occipital,Форма спектра · spectral entropy norm · occipital,spec_shape,Форма спектра,0.3715277777777778,0.6284722222222222,-0.48425151198909694,0.48425151198909694,0.004830250654354938,0.0,0.06519442340207532,0.011385590828122355
spec_shape__spectral_entropy_raw__occipital,Форма спектра · spectral entropy raw · occipital,spec_shape,Форма спектра,0.3715277777777778,0.6284722222222222,-0.48425151198909605,0.48425151198909605,0.004830250654354938,0.0,0.33745609725795706,0.011385590828122355
alpha_peak__alpha_peak_amp_db__parietal,Альфа-пик · Альфа-пик amp db · parietal,alpha_peak,Альфа-пик,0.37349033816425126,0.6265096618357487,-0.4474454207283884,0.4474454207283884,0.0055190519119344885,0.0,2.556975502728201,0.012906759195626323
conn__small_worldness__dtf_delta,Функциональная связность · small worldness · dtf delta,conn,Функциональная связность,0.3743961352657005,0.6256038647342995,-0.255188850481779,0.255188850481779,0.002898988536384506,0.0,1.7473695729197865,0.0071749966275516525
conn__small_worldness__pdc_delta,Функциональная связность · small worldness · pdc delta,conn,Функциональная связность,0.6239432367149759,0.6239432367149759,0.4714922902793102,0.4714922902793102,0.0018098822365492043,0.0,2.6445657725249943,0.00484941737453601
burst__mean_amp__frontal_alpha,Burst-активность · mean amp · frontal alpha,burst,Burst-активность,0.6204710144927537,0.6204710144927537,0.36440584321385616,0.36440584321385616,0.008229027754475614,0.0,3.1254701765099547e-06,0.01894590110914153
conn__hub_z_max__coh_theta,Функциональная связность · hub z max · coh theta,conn,Функциональная связность,0.3804347826086956,0.6195652173913044,-0.4319562647187622,0.4319562647187622,0.008725028722479954,0.0,0.10149369218217513,0.01993333485058882
burst__mean_amp__temporal_alpha,Burst-активность · mean amp · temporal alpha,burst,Burst-активность,0.618659420289855,0.618659420289855,0.38218494133301456,0.38218494133301456,0.009247576874196826,0.0,2.043089383725736e-06,0.02096588039417143
conn__mean_strength__plv_delta,Функциональная связность · mean strength · plv delta,conn,Функциональная связность,0.38254830917874394,0.6174516908212561,-0.43853932679834223,0.43853932679834223,0.009987689131492224,0.0,0.1443251765277405,0.022472300545857506
conn__hub_z_max__imcoh_theta,Функциональная связность · hub z max · imcoh theta,conn,Функциональная связность,0.6159420289855073,0.6159420289855073,0.3822802016970218,0.3822802016970218,0.010986745303465141,0.0,0.18997988475175376,0.024401495397501857
spec_shape__sef95_hz__occipital,Форма спектра · sef95 hz · occipital,spec_shape,Форма спектра,0.3845108695652174,0.6154891304347826,-0.458617326136908,0.458617326136908,0.011303302776042912,0.0,6.294587300078852,0.024867266107294405
burst__mean_peak__frontal_alpha,Burst-активность · mean peak · frontal alpha,burst,Burst-активность,0.6142814009661836,0.6142814009661836,0.3281279604750754,0.3281279604750754,0.012187392242382876,0.0,3.747278761850701e-06,0.026615113941086135
alpha_peak__alpha_peak_amp_db__central,Альфа-пик · Альфа-пик amp db · central,alpha_peak,Альфа-пик,0.3858695652173913,0.6141304347826086,-0.3829701746179126,0.3829701746179126,0.012302104335519584,0.0,2.313974071640322,0.026669525457294282
burst__mean_peak__central_beta,Burst-активность · mean peak · central beta,burst,Burst-активность,0.3878321256038648,0.6121678743961352,-0.39235383251408523,0.39235383251408523,0.01388277575804053,0.0,1.3023458561271112e-06,0.029663197123295234
conn__small_worldness__dtf_alpha,Функциональная связность · small worldness · dtf alpha,conn,Функциональная связность,0.38888888888888884,0.6111111111111112,-0.121719277645703,0.121719277645703,0.011009428899882993,0.0,2.219063725978294,0.024401495397501857
conn__n_hubs__coh_beta,Функциональная связность · n hubs · coh beta,conn,Функциональная связность,0.3913043478260869,0.6086956521739131,-0.4929939727408689,0.4929939727408689,0.0018124085137154785,0.0,0.35575493038572736,0.00484941737453601
conn__hub_z_max__coh_beta,Функциональная связность · hub z max · coh beta,conn,Функциональная связность,0.3922101449275362,0.6077898550724639,-0.39919101321345773,0.39919101321345773,0.018069518784123724,0.0,0.11789296198990179,0.03779328928792075
burst__mean_amp__occipital_beta,Burst-активность · mean amp · occipital beta,burst,Burst-активность,0.6041666666666667,0.6041666666666667,0.27824712973678895,0.27824712973678895,0.022332407085847293,0.0,2.0840639646600693e-06,0.04606058961456004
alpha_peak__alpha_peak_amp_db__frontal,Альфа-пик · Альфа-пик amp db · frontal,alpha_peak,Альфа-пик,0.3961352657004831,0.6038647342995169,-0.33567494401069387,0.33567494401069387,0.022724242637477087,0.0,2.059310632074338,0.04648704434960788
burst__mean_peak__occipital_beta,Burst-активность · mean peak · occipital beta,burst,Burst-активность,0.6023550724637681,0.6023550724637681,0.2591938787457834,0.2591938787457834,0.02477429119694184,0.0,2.5449437578157645e-06,0.05005418017341311
conn__modularity__imcoh_theta,Функциональная связность · modularity · imcoh theta,conn,Функциональная связность,0.6022041062801933,0.6022041062801933,0.4255328330758985,0.4255328330758985,0.014501893941448296,0.0,0.10196460918636478,0.03054654255751875
conn__n_hubs__plv_alpha,Функциональная связность · n hubs · plv alpha,conn,Функциональная связность,0.3977958937198067,0.6022041062801933,-0.3189726877401155,0.3189726877401155,0.008153642555933977,0.0,0.45330557669805505,0.018918998743065556
conn__mean_strength__dtf_beta,Функциональная связность · mean strength · dtf beta,conn,Функциональная связность,0.6002415458937198,0.6002415458937198,0.3718226426628849,0.3718226426628849,0.027912432887894585,0.0,0.09507073195349679,0.055637534011440885
burst__mean_amp__central_beta,Burst-активность · mean amp · central beta,burst,Burst-активность,0.40066425120772947,0.5993357487922706,-0.33226239102223165,0.33226239102223165,0.029358879794404852,0.0,1.0943447668981533e-06,0.05774561125124662
alpha_peak__alpha_peak_amp_db__occipital,Альфа-пик · Альфа-пик amp db · occipital,alpha_peak,Альфа-пик,0.4018719806763285,0.5981280193236715,-0.3167689980860307,0.3167689980860307,0.031387451328515274,0.0,2.577291945052205,0.06132942792479629
conn__n_hubs__coh_theta,Функциональная связность · n hubs · coh theta,conn,Функциональная связность,0.40285326086956524,0.5971467391304348,-0.5104240897771009,0.5104240897771009,0.0022932288155357527,0.0,0.3062621023115888,0.00592251268012277
alpha_peak__paf_hz__temporal,Альфа-пик · paf hz · temporal,alpha_peak,Альфа-пик,0.40391002415458943,0.5960899758454106,-0.5514967582116671,0.5514967582116671,0.000895646346730913,0.0,2.6254372741370755,0.0025094996696139733
burst__pct_time__temporal_beta,Burst-активность · pct time · temporal beta,burst,Burst-активность,0.5951086956521741,0.5951086956521741,0.3031420060625372,0.3031420060625372,0.03699119808278467,0.0,1.4616078809535697,0.07134115938998198
conn__global_efficiency__coh_beta,Функциональная связность · global efficiency · coh beta,conn,Функциональная связность,0.4048913043478261,0.5951086956521738,-0.3082282748017654,0.3082282748017654,0.03699171227628695,0.0,0.03776411624939377,0.07134115938998198
conn__clustering__coh_alpha,Функциональная связность · clustering · coh alpha,conn,Функциональная связность,0.4050422705314009,0.594957729468599,-0.34067935029167074,0.34067935029167074,0.03729298976406977,0.0,0.09256710336289459,0.07145818038663691
burst__mean_peak__temporal_alpha,Burst-активность · mean peak · temporal alpha,burst,Burst-активность,0.5939009661835749,0.5939009661835749,0.3216851016415427,0.3216851016415427,0.03946096794175238,0.0,2.395295461218847e-06,0.07464909222102202
conn__clustering__dtf_beta,Функциональная связность · clustering · dtf beta,conn,Функциональная связность,0.40609903381642515,0.5939009661835748,-0.33693674320013606,0.33693674320013606,0.03946096794175238,0.0,0.06408492484276898,0.07464909222102202
conn__global_efficiency__wpli_delta,Функциональная связность · global efficiency · wpli delta,conn,Функциональная связность,0.40760869565217384,0.5923913043478262,-0.09050811814297026,0.09050811814297026,0.04274303228511961,0.0,0.11160596881904634,0.07984075841937435
conn__small_worldness__pdc_beta,Функциональная связность · small worldness · pdc beta,conn,Функциональная связность,0.5916364734299517,0.5916364734299517,0.4121230012732738,0.4121230012732738,0.014290265684276226,0.0,1.5673634277194815,0.030315777915928852
conn__global_efficiency__plv_alpha,Функциональная связность · global efficiency · plv alpha,conn,Функциональная связность,0.40851449275362317,0.5914855072463768,-0.3465130745062837,0.3465130745062837,0.0448209185806982,0.0,0.048474385028204135,0.08319883011542104
conn__mean_strength__wpli_delta,Функциональная связность · mean strength · wpli delta,conn,Функциональная связность,0.40896739130434784,0.5910326086956521,-0.0620125335510816,0.0620125335510816,0.04589141121459556,0.0,0.4375369387259976,0.08465682689897441
conn__global_efficiency__imcoh_alpha,Функциональная связность · global efficiency · imcoh alpha,conn,Функциональная связность,0.5904287439613527,0.5904287439613527,0.2087716610551062,0.2087716610551062,0.0473521662094064,0.0,0.07466910909808917,0.0862797138907589
conn__mean_strength__imcoh_alpha,Функциональная связность · mean strength · imcoh alpha,conn,Функциональная связность,0.5872584541062803,0.5872584541062803,0.2243541120614461,0.2243541120614461,0.05567730539423016,0.0,0.272056708727554,0.10083024208589243
conn__modularity__pdc_alpha,Функциональная связность · modularity · pdc alpha,conn,Функциональная связность,0.5857487922705313,0.5857487922705313,0.3535315875165304,0.3535315875165304,0.02923893679826279,0.0,0.09159908002570562,0.05774561125124662
conn__global_efficiency__plv_beta,Функциональная связность · global efficiency · plv beta,conn,Функциональная связность,0.41455314009661837,0.5854468599033816,-0.25943685305865,0.25943685305865,0.06095926733260971,0.0,0.03273667387381485,0.10906567709509085
conn__clustering__imcoh_delta,Функциональная связность · clustering · imcoh delta,conn,Функциональная связность,0.4154589371980676,0.5845410628019324,-0.17787856931952037,0.17787856931952037,0.06375207802130557,0.0,0.07304343048831495,0.11337944414567518
aper__alpha_peak_amp_log10__central,Апериодический компонент · Альфа-пик amp log10 · central,aper,Апериодический компонент,0.5843900966183575,0.5843900966183575,0.2510373755315487,0.2510373755315487,0.06422766655140616,0.0,0.37101682140537545,0.11354533908195018
alpha_peak__alpha_peak_amp_db__temporal,Альфа-пик · Альфа-пик amp db · temporal,alpha_peak,Альфа-пик,0.4159118357487922,0.5840881642512078,-0.29450255805146003,0.29450255805146003,0.06518763207552834,0.0,1.893660742668823,0.11456051317415336
conn__modularity__dtf_delta,Функциональная связность · modularity · dtf delta,conn,Функциональная связность,0.41711956521739135,0.5828804347826086,-0.26881044568752394,0.26881044568752394,0.02216896708459467,0.0,0.081253974882608,0.046043239329542775
conn__hub_z_max__dtf_alpha,Функциональная связность · hub z max · dtf alpha,conn,Функциональная связность,0.5827294685990339,0.5827294685990339,0.1743422692196532,0.1743422692196532,0.06965500881092256,0.0,0.18840161400123093,0.12169139774614118
conn__modularity__pdc_delta,Функциональная связность · modularity · pdc delta,conn,Функциональная связность,0.41749698067632857,0.5825030193236714,-0.2616357485373202,0.2616357485373202,0.04700287192546972,0.0,0.09297818908636106,0.08617193186336115
conn__small_worldness__pdc_theta,Функциональная связность · small worldness · pdc theta,conn,Функциональная связность,0.5809178743961352,0.5809178743961352,0.3763457683516663,0.3763457683516663,0.04077879313071781,0.0,1.4241160306944138,0.0766538073406531
conn__hub_z_max__wpli_delta,Функциональная связность · hub z max · wpli delta,conn,Функциональная связность,0.5806159420289855,0.5806159420289855,0.2440608678276372,0.2440608678276372,0.07710130002542043,0.0,0.17839584398695524,0.1323646595812131
conn__small_worldness__dtf_theta,Функциональная связность · small worldness · dtf theta,conn,Функциональная связность,0.42028985507246375,0.5797101449275363,-0.12735337388559206,0.12735337388559206,0.05732037104997529,0.0,1.6018591162233056,0.10317666788995553
conn__hub_z_max__wpli_theta,Функциональная связность · hub z max · wpli theta,conn,Функциональная связность,0.5794082125603865,0.5794082125603865,0.24302186843490012,0.24302186843490012,0.08163971018959809,0.0,0.18163846605322106,0.13935053980638296
burst__mean_amp__parietal_beta,Burst-активность · mean amp · parietal beta,burst,Burst-активность,0.5791062801932367,0.5791062801932367,0.2743913667524569,0.2743913667524569,0.08280755016522089,0.0,1.4361208366968232e-06,0.14053624228040346
conn__hub_z_max__imcoh_delta,Функциональная связность · hub z max · imcoh delta,conn,Функциональная связность,0.5774456521739131,0.5774456521739131,0.25148983122483654,0.25148983122483654,0.08947479970807048,0.0,0.1951871762404058,0.15013568086608436
burst__mean_amp__central_alpha,Burst-активность · mean amp · central alpha,burst,Burst-активность,0.5768417874396136,0.5768417874396136,0.17543748881673588,0.17543748881673588,0.09200388686420649,0.0,1.7430070739385112e-06,0.1535121033633108
conn__clustering__imcoh_alpha,Функциональная связность · clustering · imcoh alpha,conn,Функциональная связность,0.5760869565217391,0.5760869565217391,0.27876468735856674,0.27876468735856674,0.09524565932509077,0.0,0.07757084998318847,0.15715533788639977
conn__hub_z_max__imcoh_beta,Функциональная связность · hub z max · imcoh beta,conn,Функциональная связность,0.5760869565217391,0.5760869565217391,0.1874685331589951,0.1874685331589951,0.09524565932509077,0.0,0.19739556686141824,0.15715533788639977
conn__mean_strength__dtf_theta,Функциональная связность · mean strength · dtf theta,conn,Функциональная связность,0.5748792270531402,0.5748792270531402,0.24798230431379897,0.24798230431379897,0.10062213589507342,0.0,0.09444042708583163,0.16420205692767476
conn__modularity__imcoh_beta,Функциональная связность · modularity · imcoh beta,conn,Функциональная связность,0.5746527777777777,0.5746527777777777,0.31496294107692485,0.31496294107692485,0.07599862240486598,0.0,0.09760134722286457,0.13123017938514647
conn__hub_z_max__imcoh_alpha,Функциональная связность · hub z max · imcoh alpha,conn,Функциональная связность,0.5744263285024155,0.5744263285024155,0.24620815750659047,0.24620815750659047,0.10269961869084472,0.0,0.1824824752453963,0.16667643033432178
alpha_peak__paf_hz__parietal,Альфа-пик · paf hz · parietal,alpha_peak,Альфа-пик,0.42610205314009664,0.5738979468599034,-0.36030345579567213,0.36030345579567213,0.026169766980328767,0.0,3.0125653964184407,0.05251635671052462
alpha_peak__paf_hz__central,Альфа-пик · paf hz · central,alpha_peak,Альфа-пик,0.4261775362318841,0.573822463768116,-0.42146700720865066,0.42146700720865066,0.013307028588004241,0.0,2.7294197739081962,0.028639039787226518
conn__modularity__wpli_theta,Функциональная связность · modularity · wpli theta,conn,Функциональная связность,0.5736714975845411,0.5736714975845411,0.35462960296200824,0.35462960296200824,0.07200941461411625,0.0,0.09779381298636923,0.12506898327714927
conn__asymmetry__dtf_theta,Функциональная связность · asymmetry · dtf theta,conn,Функциональная связность,0.4272342995169082,0.5727657004830917,-0.20124189731619171,0.20124189731619171,0.11061034375402658,0.0,0.24398702223588747,0.17853952225514072
conn__clustering__dtf_delta,Функциональная связность · clustering · dtf delta,conn,Функциональная связность,0.5726147342995169,0.5726147342995169,0.24511613762682807,0.24511613762682807,0.1113527342900184,0.0,0.06795874367789058,0.17876628153586738
aper__alpha_peak_cf_hz__temporal,Апериодический компонент · Альфа-пик cf hz · temporal,aper,Апериодический компонент,0.5710295893719807,0.5710295893719807,0.19156477833686425,0.19156477833686425,0.1189631440209393,0.0,1.4939699073241683,0.1889414640332565
conn__small_worldness__wpli_alpha,Функциональная связность · small worldness · wpli alpha,conn,Функциональная связность,0.4303291062801933,0.5696708937198067,-0.11627613825986204,0.11627613825986204,0.11524735971467572,0.0,1.8441858041727714,0.1840240098669822
burst__mean_peak__central_alpha,Burst-активность · mean peak · central alpha,burst,Burst-активность,0.5688405797101449,0.5688405797101449,0.13316229810345637,0.13316229810345637,0.13122098221670375,0.0,2.1034316066253243e-06,0.20476463771792408
conn__modularity__coh_delta,Функциональная связность · modularity · coh delta,conn,Функциональная связность,0.4338013285024154,0.5661986714975846,-0.3267003665003252,0.3267003665003252,0.09795071684299295,0.0,0.1535339334665684,0.16072576189154092
conn__mean_strength__plv_alpha,Функциональная связность · mean strength · plv alpha,conn,Функциональная связность,0.4358393719806763,0.5641606280193237,-0.24814059186328388,0.24814059186328388,0.1595502895587736,0.0,0.22036876512583584,0.2442599793760606
conn__clustering__wpli_alpha,Функциональная связность · clustering · wpli alpha,conn,Функциональная связность,0.5635567632850242,0.5635567632850242,0.21453108438693985,0.21453108438693985,0.16351953681740694,0.0,0.15522308632630183,0.24757926057504243
burst__mean_peak__parietal_beta,Burst-активность · mean peak · parietal beta,burst,Burst-активность,0.5632548309178744,0.5632548309178744,0.21838145187440136,0.21838145187440136,0.16553186207663217,0.0,1.7179228744477438e-06,0.24829779311494826
conn__hub_z_max__pdc_delta,Функциональная связность · hub z max · pdc delta,conn,Функциональная связность,0.43916062801932365,0.5608393719806763,-0.2550853936069622,0.2550853936069622,0.1823059980990822,0.0,0.1945076673081726,0.2707244071771371
conn__modularity__plv_delta,Функциональная связность · modularity · plv delta,conn,Функциональная связность,0.44021739130434784,0.5597826086956521,-0.3470383577586019,0.3470383577586019,0.08946653893313937,0.0,0.1272239213242505,0.15013568086608436
burst__mean_peak__frontal_beta,Burst-активность · mean peak · frontal beta,burst,Burst-активность,0.44036835748792275,0.5596316425120773,-0.18876484878244693,0.18876484878244693,0.191151482002748,0.0,1.554665682969882e-06,0.2810494562119612
conn__modularity__pdc_beta,Функциональная связность · modularity · pdc beta,conn,Функциональная связность,0.5595561594202898,0.5595561594202898,0.2636551989328145,0.2636551989328145,0.12119321647478393,0.0,0.09049256678698543,0.1914594962394193
conn__modularity__wpli_delta,Функциональная связность · modularity · wpli delta,conn,Функциональная связность,0.5593297101449275,0.5593297101449275,0.31339285112315196,0.31339285112315196,0.13551961588509848,0.0,0.08671183913877345,0.20963190582226168
conn__modularity__pdc_theta,Функциональная связность · modularity · pdc theta,conn,Функциональная связность,0.5585748792270531,0.5585748792270531,0.2572604950752862,0.2572604950752862,0.13168365590613973,0.0,0.08809414487935106,0.20476463771792408
conn__small_worldness__dtf_beta,Функциональная связность · small worldness · dtf beta,conn,Функциональная связность,0.557367149758454,0.557367149758454,0.3690721508590809,0.3690721508590809,0.16122175281856344,0.0,2.2251659394489307,0.24555313121596586
conn__global_efficiency__wpli_alpha,Функциональная связность · global efficiency · wpli alpha,conn,Функциональная связность,0.5567632850241545,0.5567632850241545,0.18690177684070078,0.18690177684070078,0.21341728476960464,0.0,0.18331049572333755,0.3091947979345004
conn__mean_strength__wpli_alpha,Функциональная связность · mean strength · wpli alpha,conn,Функциональная связность,0.5566123188405797,0.5566123188405797,0.18824583007253498,0.18824583007253498,0.21463897000870535,0.0,0.7523645674549011,0.30945521404167714
aper__alpha_peak_amp_log10__parietal,Апериодический компонент · Альфа-пик amp log10 · parietal,aper,Апериодический компонент,0.5561594202898551,0.5561594202898551,0.20829257033519058,0.20829257033519058,0.21833425626006986,0.0,0.4244415804392751,0.3132621937644481
conn__small_worldness__coh_delta,Функциональная связность · small worldness · coh delta,conn,Функциональная связность,0.4445954106280193,0.5554045893719807,0.002861356367321625,0.002861356367321625,0.22459331247018366,0.0,3.3982148958916936,0.32069333559444496
conn__n_hubs__pdc_theta,Функциональная связность · n hubs · pdc theta,conn,Функциональная связность,0.4465579710144928,0.5534420289855072,-0.3790397329850952,0.3790397329850952,0.02285221708768603,0.0,0.20214127383232652,0.04648704434960788
conn__global_efficiency__imcoh_beta,Функциональная связность · global efficiency · imcoh beta,conn,Функциональная связность,0.5532910628019324,0.5532910628019324,0.1693910997812889,0.1693910997812889,0.2428015928936782,0.0,0.026778688879408024,0.3433908242353449
dfa__dfa_exp__central_beta,DFA · DFA exp · central beta,dfa,DFA,0.5523852657004831,0.5523852657004831,0.16973080430835039,0.16973080430835039,0.25091417774933344,0.0,0.08707427871795763,0.35075243707993725
aper__alpha_peak_amp_log10__frontal,Апериодический компонент · Альфа-пик amp log10 · frontal,aper,Апериодический компонент,0.5523852657004831,0.5523852657004831,0.14591548126515036,0.14591548126515036,0.25091417774933344,0.0,0.35020327187268796,0.35075243707993725
conn__mean_strength__imcoh_beta,Функциональная связность · mean strength · imcoh beta,conn,Функциональная связность,0.5493659420289855,0.5493659420289855,0.16876355108337224,0.16876355108337224,0.2793140647185882,0.0,0.0967298122214551,0.3840568389880588
conn__n_hubs__coh_alpha,Функциональная связность · n hubs · coh alpha,conn,Функциональная связность,0.45138888888888884,0.5486111111111112,-0.037264280384176326,0.037264280384176326,0.1802597501885218,0.0,0.4329160939926288,0.26903088344719084
aper__alpha_peak_amp_log10__temporal,Апериодический компонент · Альфа-пик amp log10 · temporal,aper,Апериодический компонент,0.5469504830917875,0.5469504830917875,0.10364607639812244,0.10364607639812244,0.3035523585450477,0.0,0.30310462568851065,0.41546106215612516
conn__modularity__coh_alpha,Функциональная связность · modularity · coh alpha,conn,Функциональная связность,0.453804347826087,0.5461956521739131,-0.1776041506835519,0.1776041506835519,0.26982644026113334,0.0,0.16794894278335204,0.3744787512035355
conn__small_worldness__pdc_alpha,Функциональная связность · small worldness · pdc alpha,conn,Функциональная связность,0.5452898550724637,0.5452898550724637,0.2764343272684014,0.2764343272684014,0.2321876213170525,0.0,1.3549263857767038,0.3299508302926536
conn__asymmetry__dtf_alpha,Функциональная связность · asymmetry · dtf alpha,conn,Функциональная связность,0.45471014492753625,0.5452898550724637,-0.15872519883511635,0.15872519883511635,0.3210040433213607,0.0,0.2217501882298901,0.4373311966350648
conn__small_worldness__imcoh_theta,Функциональная связность · small worldness · imcoh theta,conn,Функциональная связность,0.45486111111111105,0.545138888888889,-0.0935913256005585,0.0935913256005585,0.2722819819620901,0.0,1.5608344768920634,0.3761290634546081
aper__alpha_peak_width_hz__frontal,Апериодический компонент · Альфа-пик width hz · frontal,aper,Апериодический компонент,0.5448369565217392,0.5448369565217392,0.09874541398928398,0.09874541398928398,0.32521053814156664,0.0,1.1856973465018328,0.43942106839914086
conn__clustering__imcoh_theta,Функциональная связность · clustering · imcoh theta,conn,Функциональная связность,0.4556159420289855,0.5443840579710145,-0.09315814232539292,0.09315814232539292,0.33079408774769625,0.0,0.07717707977802588,0.44455133059305785
conn__global_efficiency__dtf_alpha,Функциональная связность · global efficiency · dtf alpha,conn,Функциональная связность,0.5442330917874396,0.5442330917874396,0.20180125568883753,0.20180125568883753,0.3324443490706668,0.0,0.028764683046561785,0.44475662916210823
conn__mean_strength__coh_delta,Функциональная связность · mean strength · coh delta,conn,Функциональная связность,0.4572765700483092,0.5427234299516908,0.02309091076731833,0.02309091076731833,0.34923868552961335,0.0,0.2847424577960066,0.46512954978607696
conn__mean_strength__imcoh_delta,Функциональная связность · mean strength · imcoh delta,conn,Функциональная связность,0.45772946859903385,0.5422705314009661,0.17851035390331926,0.17851035390331926,0.354380254765857,0.0,0.1642114318652388,0.46778193629093123
conn__mean_strength__wpli_theta,Функциональная связность · mean strength · wpli theta,conn,Функциональная связность,0.4577294685990338,0.5422705314009661,-0.040957065660495354,0.040957065660495354,0.354380254765857,0.0,0.458358432096922,0.46778193629093123
burst__mean_amp__frontal_beta,Burst-активность · mean amp · frontal beta,burst,Burst-активность,0.45818236714975846,0.5418176328502415,-0.137220559461202,0.137220559461202,0.3595693764385274,0.0,1.3152232571777186e-06,0.47253143717806473
conn__small_worldness__plv_beta,Функциональная связность · small worldness · plv beta,conn,Функциональная связность,0.5406099033816426,0.5406099033816426,0.21900364473247877,0.21900364473247877,0.3736375898811871,0.0,5.132594687009764,0.4845867432083518
dfa__dfa_exp__frontal_beta,DFA · DFA exp · frontal beta,dfa,DFA,0.5403079710144928,0.5403079710144928,0.12758984216710823,0.12758984216710823,0.3772088095669882,0.0,0.07705800679628477,0.48709137583215434
conn__global_efficiency__wpli_theta,Функциональная связность · global efficiency · wpli theta,conn,Функциональная связность,0.4602958937198068,0.5397041062801933,-0.04956127252836655,0.04956127252836655,0.3844114701749327,0.0,0.11732708933744708,0.4942433187963421
alpha_peak__paf_hz__occipital,Альфа-пик · paf hz · occipital,alpha_peak,Альфа-пик,0.4603713768115942,0.5396286231884058,-0.18477762994647956,0.18477762994647956,0.1909758319663577,0.0,2.5585354228182156,0.2810494562119612
conn__mean_strength__coh_beta,Функциональная связность · mean strength · coh beta,conn,Функциональная связность,0.46059782608695654,0.5394021739130435,-0.1372701047936523,0.1372701047936523,0.3880441378004642,0.0,0.14075017464916934,0.49676340054628393
conn__n_hubs__imcoh_delta,Функциональная связность · n hubs · imcoh delta,conn,Функциональная связность,0.46150362318840576,0.5384963768115942,-0.21506822091984812,0.21506822091984812,0.1376317566037388,0.0,0.24166273493010146,0.21179601922958768
conn__global_efficiency__coh_alpha,Функциональная связность · global efficiency · coh alpha,conn,Функциональная связность,0.4619565217391305,0.5380434782608695,-0.13501511989747575,0.13501511989747575,0.40464840498181265,0.0,0.0664182608202495,0.511406707572759
aper__alpha_peak_amp_log10__occipital,Апериодический компонент · Альфа-пик amp log10 · occipital,aper,Апериодический компонент,0.5368357487922705,0.5368357487922705,0.11352259277635453,0.11352259277635453,0.41975863420959525,0.0,0.44627854336307266,0.5282555693230924
conn__clustering__dtf_alpha,Функциональная связность · clustering · dtf alpha,conn,Функциональная связность,0.4636171497584541,0.536382850241546,-0.16280146817569988,0.16280146817569988,0.4255093848962622,0.0,0.06771401867092171,0.5309928038411339
conn__small_worldness__imcoh_delta,Функциональная связность · small worldness · imcoh delta,conn,Функциональная связность,0.46467391304347827,0.5353260869565217,0.006731030330368189,0.006731030330368189,0.3986218639458097,0.0,1.6342186739832747,0.5081145647721265
conn__modularity__imcoh_alpha,Функциональная связность · modularity · imcoh alpha,conn,Функциональная связность,0.535024154589372,0.535024154589372,0.17243701265564562,0.17243701265564562,0.4029137375068358,0.0,0.09470274390243903,0.5113905129894455
conn__n_hubs__wpli_beta,Функциональная связность · n hubs · wpli beta,conn,Функциональная связность,0.4651268115942029,0.5348731884057971,-0.2645757506832362,0.2645757506832362,0.3254970877030673,0.0,0.3519064040226428,0.43942106839914086
conn__small_worldness__wpli_theta,Функциональная связность · small worldness · wpli theta,conn,Функциональная связность,0.4658816425120773,0.5341183574879227,-0.014678343825527069,0.014678343825527069,0.4219207989350914,0.0,1.7048181295970248,0.5287361910705576
conn__small_worldness__plv_delta,Функциональная связность · small worldness · plv delta,conn,Функциональная связность,0.46610809178743967,0.5338919082125604,0.08083227735238362,0.08083227735238362,0.45794945058069314,0.0,3.423247399243382,0.5643609411720575
conn__modularity__dtf_alpha,Функциональная связность · modularity · dtf alpha,conn,Функциональная связность,0.5336654589371981,0.5336654589371981,0.24085793530666336,0.24085793530666336,0.36914327362945387,0.0,0.08681562204091056,0.480857685385736
conn__n_hubs__pdc_alpha,Функциональная связность · n hubs · pdc alpha,conn,Функциональная связность,0.4664100241545893,0.5335899758454107,-0.2726429127438789,0.2726429127438789,0.12900892772197342,0.0,0.22999608795783288,0.20272831499167251
conn__small_worldness__coh_alpha,Функциональная связность · small worldness · coh alpha,conn,Функциональная связность,0.5333635265700484,0.5333635265700484,0.11741622525292482,0.11741622525292482,0.46500530839005116,0.0,2.225352487873571,0.5706883330241537
burst__rate_per_min__central_alpha,Burst-активность · rate per min · central alpha,burst,Burst-активность,0.5329861111111112,0.5329861111111112,0.09423014288682256,0.09423014288682256,0.47005549729192175,0.0,3.8234689647197277,0.5729006033995876
conn__n_hubs__wpli_alpha,Функциональная связность · n hubs · wpli alpha,conn,Функциональная связность,0.4673913043478261,0.5326086956521738,-0.2261677172937982,0.2261677172937982,0.3653688180577518,0.0,0.3562118718964212,0.47803761657776334
conn__hub_z_max__wpli_beta,Функциональная связность · hub z max · wpli beta,conn,Функциональная связность,0.46754227053140096,0.532457729468599,-0.14053173588171766,0.14053173588171766,0.47724026792902674,0.0,0.18530809685179342,0.5785320798976366
