region,feature,tbi_mean,control_mean,delta_tbi_minus_control,tbi_median,control_median,delta_median_tbi_minus_control,tbi_iqr,control_iqr,hedges_g,rank_biserial,u_stat,p_value,n_tbi,n_control,q_fdr,significant_fdr_0_05
temporal,abs_power_beta,6.044786801659743e-12,5.652845664706285e-12,3.9194113695345767e-13,5.352116451805546e-12,4.7913475304494986e-12,5.607689213560477e-13,3.2756274671293135e-12,3.5408257506685315e-12,0.11269062557188601,0.1407004830917875,3778.0,0.12296679813775993,92,72,0.16960937674173784,False
parietal,idx_slow_beta,2.448182419224989,2.39139529347694,0.05678712574804923,2.1695632426597466,1.8565991995884898,0.3129640430712568,1.5480311662917212,1.5885541111115322,0.0358291454602563,0.13949275362318847,3774.0,0.12621844402377036,92,72,0.17211606003241414,False
central,sef50,8.770380434782608,9.42722800925926,-0.656847574476652,9.0,9.15625,-0.15625,2.291666666666666,2.484375,-0.3227112481341767,-0.13617149758454106,2861.0,0.13542469359234743,92,72,0.18259509248406394,False
temporal,rel_power_alpha,0.28549948633406785,0.2602863516334654,0.025213134700602435,0.2880190470698326,0.24614000088619775,0.04187904618363486,0.16458130720010142,0.1610811115454495,0.21363952260533467,0.13254830917874405,3751.0,0.1462307465775981,92,72,0.1949743287701308,False
occipital,idx_log_slow_alpha_beta,-0.5587604529851182,-0.43066057047956874,-0.1280998825055495,-0.5515044278837201,-0.39810034760873086,-0.15340408027498925,0.8831783235487201,0.8823572324458361,-0.19862789416031404,-0.12349033816425126,2903.0,0.1758737729128501,92,72,0.23192145878617598,False
frontal,alpha_peak_amplitude,4.478650128389958e-12,4.897176694078833e-12,-4.1852656568887483e-13,3.4159253689772694e-12,2.3845053806059545e-12,1.0314199883713149e-12,4.8252378362894354e-12,4.848646229166017e-12,-0.08048333339874271,0.11382850241545883,3689.0,0.21220062585951904,92,72,0.27678342503415526,False
occipital,spectral_flatness,0.39712927161662415,0.43510093815019824,-0.03797166653357409,0.3746956264383642,0.40658164485835624,-0.03188601841999206,0.17579611859500854,0.2289454491480551,-0.24573181409932643,-0.1126207729468599,2939.0,0.21709744857886537,92,72,0.2801257401017618,False
parietal,spectral_entropy,0.8115446152659381,0.8223254128493777,-0.010780797583439528,0.813643136780734,0.8262391142870169,-0.01259597750628294,0.06498514922107834,0.08686660503335164,-0.19170725209325767,-0.11201690821256038,2941.0,0.2195761189694415,92,72,0.28030993910992535,False
temporal,idx_slow_alpha,2.1052682067963717,2.498879031541734,-0.39361082474536246,1.6656883288467368,1.9126302919487927,-0.24694196310205596,1.6287787857797336,1.425832750510101,-0.20353936241738482,-0.10386473429951693,2968.0,0.25504064489093015,92,72,0.32215660407275387,False
parietal,idx_log_slow_alpha_beta,-0.6587534557143905,-0.5493337847160196,-0.10941967099837091,-0.6492043839211105,-0.5255329354837222,-0.12367144843738831,0.8389614637446,0.7957052153736575,-0.17691503411658804,-0.10084541062801933,2978.0,0.26913528011178356,92,72,0.3364191001397294,False
